CASE_ID,FARM_ID,member_id,relation_type,other_relation,house_head,sex,age,highest_edu,bank_status,socialmedia,current_location,current_status,status_2021,current_monthly_income,monthly_income_2021
4999307,6214,2,Spouse,,Yes,Male,59,"Secondary special, incomplete higher (technical school, college)",No,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4999307,6214,3,Daughter/Son,,No,Male,37,Higher (master degree or PhD),No,No,Different Rayon in the same Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4999487,7494,1,1,,Yes,Male,53,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4999487,7494,2,Spouse,,No,Female,51,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,5000 to 10000 UAH
4999487,7494,3,Daughter/Son,,No,Male,33,Higher (master degree or PhD),Yes,Yes,Different Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4999487,7494,4,Daughter/Son,,No,Male,30,Higher (master degree or PhD),Yes,Yes,Different Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4999571,9734,1,1,,Yes,Male,35,,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4999571,9734,2,Spouse,,No,Female,,,Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,
5000085,9636,1,1,,,Male,30,,Yes,No,This village,Employed by an employer (in the private or public sector),,No income,
5000085,9636,2,Spouse,,,Female,30,,,,This village,,,,
5000350,7520,1,1,,Yes,Male,54,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",More than 15000 UAH,More than 15000 UAH
5000350,7520,2,Spouse,,No,Female,52,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
5000403,645,1,1,,Yes,Male,55,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",More than 15000 UAH,More than 15000 UAH
5000403,645,2,Spouse,,No,Female,56,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
5000451,847,1,1,,Yes,Female,60,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
5000451,847,2,Daughter/Son,,No,Male,29,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,10000 to 15000 UAH
5002583,3432,1,1,,Yes,Male,59,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,More than 15000 UAH
5002583,3432,2,Spouse,,Yes,Female,54,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",2000 to 5000 UAH,10000 to 15000 UAH
5002659,3415,1,1,,Yes,Male,59,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,10000 to 15000 UAH
5002756,1662,1,1,,No,Female,35,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
5002756,1662,2,Spouse,,Yes,Male,38,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
5002756,1662,3,Mother/Farther,,No,Female,58,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
5002800,554,1,1,,Yes,Male,63,Higher (master degree or PhD),Yes,Yes,This village,Pensioner,Pensioner,5000 to 10000 UAH,5000 to 10000 UAH
5002800,554,2,Spouse,,No,Female,59,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),10000 to 15000 UAH,2000 to 5000 UAH
5002936,1581,1,1,,Yes,Male,39,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
5002936,1581,2,Spouse,,No,Female,37,,Yes,Yes,This village,Unemployed (seeking for job),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
5002945,725,1,1,,Yes,Male,46,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Pensioner,"Carrying out independent activity, profession (own business, shop, farm, free profession)",Up to 2 000 UAH,5000 to 10000 UAH
5002945,725,2,Spouse,,Yes,Female,42,"Vocational school (PTU, lyceum)",Yes,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),2000 to 5000 UAH,5000 to 10000 UAH
5002945,725,3,Daughter/Son,,No,Female,23,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",No income,No income
5002945,725,4,Daughter/Son,,No,Male,18,"Vocational school (PTU, lyceum)",Yes,No,This village,Student,Student,No income,No income
5003036,4615,1,1,,Yes,Male,57,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
5003036,4615,2,Spouse,,No,Female,54,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
5003055,1756,1,1,,Yes,Male,35,Higher (master degree or PhD),Yes,,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
5003055,1756,2,Spouse,,No,Female,,Complete secondary school,Yes,Yes,,Housewife (incl. maternity leave),Housewife (incl. maternity leave),5000 to 10000 UAH,5000 to 10000 UAH
5003104,797,1,1,,Yes,Male,59,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Military service,"Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
5003104,797,2,Spouse,,No,Female,55,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
5003104,797,3,Mother/Farther,,No,Female,86,Some secondary school,Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
5003149,2661,1,1,,Yes,Male,30,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
5003149,2661,2,Spouse,,Yes,Female,29,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),Up to 2 000 UAH,5000 to 10000 UAH
5003149,2661,3,Mother/Farther,,Yes,Female,55,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,5000 to 10000 UAH
5003149,2661,4,Mother/Farther,,Yes,Male,60,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",2000 to 5000 UAH,2000 to 5000 UAH
5003244,1058,1,1,,Yes,Male,18,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
5003268,3127,1,1,,Yes,Male,74,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,,,,
5003268,3127,2,Spouse,,,Female,74,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,,,,
5004521,3293,1,1,,Yes,Male,37,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
5004521,3293,2,Spouse,,No,Female,37,,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
5004884,1156,1,1,,Yes,Male,69,"Vocational school (PTU, lyceum)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,5000 to 10000 UAH
5004884,1156,2,Spouse,,No,Female,50,Higher (master degree or PhD),Yes,Yes,Different Rayon in the same Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
5004964,4120,1,1,,Yes,Male,45,"Secondary special, incomplete higher (technical school, college)",Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
